"product_id","vertical_id","bar_code","brand","name","variety","quantity","quantity_qualifier","packaged_quantity","packaged_quantity_qualifier","discount","expiry_date","frag_flav_scent","fulfillment_tag","offer_percentage","offer_text","offer_value","product_display_order","seed_seedless","seller_name","state","type_by_colour","type_by_organic","type_by_pesticide","type_by_state_of_product","type_of_packing","vat_pcnt","mrp","ola_selling_price","primary_category_path","secondary_category_path","image_url","product_status"
"VGTCTCLZCTPA","vegetable",,,"Pumpkin (kaddu)",,"250","gm",,,,,,"Other Vegetables",,,,"1",,,,"White",,,,,,"9","9","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://www.justicedistribution.com/images/items/pkw6.jpg","current"
"FJCJM2EAEVJW","fruit",,,"Ya Pear Shandong",,"250","gm","(1 to 3 pcs)",,,,,"Others",,,,"1",,,,,,,,,,,,"Fruits & Vegetables>Fresh Fruits>Others",,"http://www.eztrolley.com/product_image/pears_green_1.jpg","hidden"
"VGTKBOROAB7T","vegetable",,,"Lettuce","Romaine","100","gm",,,,,,"Exotic Vegetables",,,,"0",,,,,,,,,,"7","7","Fruits & Vegetables>Fresh Vegetables>Exotic Vegetables",,"http://www.andyboy.com/wp-content/uploads/2014/03/romaine-lettuce1.jpg","current"
"VGTLMYX23MRB","vegetable",,,"Carrot (gajar)","Local","500","gm",,,,,,"Root Vegetables",,,,"1",,,,,,,,,,"29","29","Fruits & Vegetables>Fresh Vegetables>Root Vegetables",,"http://freshopper.com/image/cache/carrot-local-700x700.jpg","current"
"FJC906GMEZ60","fruit",,,"Kiwi",,"1","Kg","(7 to 9 pcs)",,,,,"Exotic Fruits",,,,"2",,,,,,,,,,"400","400","Fruits & Vegetables>Fresh Fruits>Exotic Fruits",,"http://tebavegets.com/wp-content/uploads/2015/01/shutterstock_93825898-1024x713.jpeg","current"
"VGTG36LDDJI9","vegetable",,,"Potato","Baby","250","gm",,,,,,"Exotic Vegetables",,,,"0",,,,,,,,,,"10","10","Fruits & Vegetables>Fresh Vegetables>Exotic Vegetables",,"http://www.delmonte.ph/sites/default/files/image/kitchenomics/ingredients/main_image/main_baby-potato.png","current"
"VGTV8LK4FIQ3","vegetable",,,"Capsicum",,"250","gm","(1 to 3 pcs)",,,,,"Exotic Vegetables",,,,"0",,,,"Red",,,,,,"28","28","Fruits & Vegetables>Fresh Vegetables>Exotic Vegetables",,"http://www.cityfreshwholesalers.com.au/images/Capsicum%20-%20red.JPG","current"
"VGTG785HUOSV","vegetable",,,"Cabbage",,"500","gm",,,,,,"Other Vegetables",,,,"1",,,,,,,,,,"15","15","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://hyderabadbasket.in/956-thickbox_default/cabbage-small-grade-a-1-nos.jpg","current"
"VGTRHYK3SA7O","vegetable",,,"Chilly",,"250","gm",,,,,,"Chilli",,,,"1",,,,"Green",,,,,,"17","17","Fruits & Vegetables>Fresh Vegetables>Chilli, Lemon, Garlic & Ginger",,"http://ayefresh.com/wp-content/uploads/2013/09/hot-green-chillies_19-115250.jpg","current"
"FJCFJHAL0FNN","fruit",,,"Mango","Raw","250","gm","(1 to 2 pcs)",,,,,"Mango",,,,"2",,,,,,,,,,"13","13","Fruits & Vegetables>Fresh Fruits>Mango",,"http://www.nandyala.org/mahanandi/images/rawmango/mamidikayaimagecopyrighted1.jpg","hidden"
"VGTP49XKEHMC","vegetable",,,"Brinjal","Stripes","500","gm","(5 to 7 pcs)",,,,,"Other Vegetables",,,,"1",,,,"Purple",,,,,,"22","22","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://portalvhds26k4f5tktj3ck.blob.core.windows.net/spotpics/sp28216.jpg","current"
"VGTEK2NTM027","vegetable",,,"Chow Chow",,"1","Kg",,,,,,"Other Vegetables",,,,"2",,,,,,,,,,"40","40","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://buyvegetableonline.com/image/cache/data/chow-chow_buyvegetableonline-500x500.jpg","current"
"VGTJDDR721UV","vegetable",,,"Carrot (gajar)","Delhi","500","gm",,,,,,"Root Vegetables",,,,"1",,,,,,,,,,"22","22","Fruits & Vegetables>Fresh Vegetables>Root Vegetables",,"http://farm2home.co/image/cache/data/12-carrotsorange-500x500.jpg","current"
"OVGNZZM7DTFR","organic_vegetable",,,"Capsicum",,"500","gm","(3 to 5 pcs)",,,,,"Organic Vegetables",,,,"1",,,,"Red","Organic",,,,,"0","0","Fruits & Vegetables>Organic Vegetables",,"http://www.yededo.com/uploads/capscium-red.jpg","hidden"
"CVGZIX3KYK89","cut_vegetable",,,"Beans","Cluster","1","Kg",,,,,,"Cut Vegetables",,,,"2",,,,,,,"Diced",,,,,"Fruits & Vegetables>Cut Vegetables",,"https://aaloo.in/images/DSC00950_yard%20long%20beans%20diced_resized.jpg","hidden"
"VGTMFYEYEGKU","vegetable",,,"Green Peas",,"100","gm",,,,,,"Other Vegetables",,,,"1",,,,,,,,,,"11","11","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://52.74.166.208/images/188001005007.jpg","current"
"VGTJ9TX9OS7H","vegetable",,,"Onion","Medium","250","gm","(3 to 6 pcs)",,,,,"Onion",,,,"2",,,,,,,,,,"13","13","Fruits & Vegetables>Fresh Vegetables>Potato, Onion & Tomato",,"https://indianitysite.files.wordpress.com/2013/05/onion_1.jpg","current"
"FJCWH7O0TOJA","fruit",,,"Guava",,"1","Kg","(8 to 10 pcs)",,,,,"Others",,,,"2",,,,,,,,,,"85","85","Fruits & Vegetables>Fresh Fruits>Others",,"https://www.organicfacts.net/wp-content/uploads/2013/05/Guava2.jpg","current"
"OFRC4TAG3PBY","organic_fruit",,,"Avocado",,"1","Kg","(6 to 8 pcs)",,,,,"Organic Fruits",,,,"2",,,,,"Organic",,,,,"0","0","Fruits & Vegetables>Organic Fruits",,"http://www.freshplaza.com/2012/0621/purity2.jpg","hidden"
"VGTQ66LK5J2Y","vegetable",,,"Sprouts","Gram","1","Kg",,,,,,"Other Vegetables",,,,"3",,,,"Green",,,,,,"210","210","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"https://happiebelle.files.wordpress.com/2012/04/img_2133.jpg","current"
"VGTCD8DGHBSQ","vegetable",,,"Spring Onion",,"500","gm",,,,,,"Leafy Vegetables",,,,"2",,,,,,,,,,"50","50","Fruits & Vegetables>Fresh Vegetables>Leafy Vegetables",,"http://cdn.vkool.com/wp-content/uploads/2015/02/small-spring-onion-%E2%80%93-scallion.jpg","current"
"VGTSQWK9JSTS","vegetable",,,"Cabbage","Chinese","500","gm",,,,,,"Exotic Vegetables",,,,"0",,,,,,,,,,"35","35","Fruits & Vegetables>Fresh Vegetables>Exotic Vegetables",,"http://www.cor.ca/assets/static/node/201203/image/700_700/f342bb1da0ace4b78bf831522c9587aa.png","current"
"OVGNHVXN6XUN","organic_vegetable",,,"Lemon Grass",,"500","gm",,,,,,"Organic Vegetables",,,,"2",,,,,"Organic",,,,,"0","0","Fruits & Vegetables>Organic Vegetables",,"http://www.rawskinfood.com/wp-content/uploads/2013/09/Lemongrass.jpg","hidden"
"OVGZCYXUFKXT","organic_vegetable",,,"Beans","Long","250","gm",,,,,,"Organic Vegetables",,,,"0",,,,,"Organic",,,,,"13","13","Fruits & Vegetables>Organic Vegetables",,"http://stickygooeycreamychewy.com/wp-content/uploads/2010/08/longbeansraw_thumb.jpg","current"
"VGTDUSF8WSCI","vegetable",,,"Curry Leaves",,"500","gm","(15-20 bunches)",,,,,"Leafy Vegetables",,,,"2",,,,,,,,,,"38","38","Fruits & Vegetables>Fresh Vegetables>Leafy Vegetables",,"https://www.organicfacts.net/wp-content/uploads/2013/05/Curryleaves.jpg?bcd87c","current"
"VGT9I8TV1OQ5","vegetable",,,"Bitter Gourd","Cocktail","1","Kg","(6 to 8 pcs)",,,,,"Other Vegetables",,,,"2",,,,,,,,,,"44","44","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://www.firstagro.com/img/prods/4bitter_1coctail_big.png","current"
"FJCQ9JWFC45J","fruit",,,"Mango","Malgova","250","gm","(1 to 2 pcs)",,,,,"Mango",,,,"2",,,,,,,,,,"30","30","Fruits & Vegetables>Fresh Fruits>Mango",,"http://3.imimg.com/data3/EJ/NL/MY-10152612/malgova-mangoes-250x250.png","hidden"
"VGTO74H0IOUL","vegetable",,,"Beans","Cluster","500","gm",,,,,,"Other Vegetables",,,,"1",,,,,,,,,,"24","24","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://vegcloud.in/media/catalog/product/g/a/gawar1.png","current"
"VGTKLWM8GK2U","vegetable",,,"Dill Leaves",,"100","gm","(2-3 bunches)",,,,,"Leafy Vegetables",,,,"0",,,,,,,,,,"8","8","Fruits & Vegetables>Fresh Vegetables>Leafy Vegetables",,"http://herbsunlimited.co.uk/wp-content/uploads/2011/08/Herbs-Unlimited-Dill.jpg","current"
"VGTI375I4JZC","vegetable",,,"Tomato","Pear","2","Kg","(16 to 24 pcs)",,,,,"Tomato",,,,"3",,,,"Yellow",,,,,,,,"Fruits & Vegetables>Fresh Vegetables>Potato, Onion & Tomato",,"http://static.webshopapp.com/shops/048881/files/016054559/262x276x1/cherry-tomato-organic-seeds-yellow-pear.jpg","hidden"
"VGTAGVGEUHLU","vegetable",,,"Cherry Tomato","Tushita","250","gm",,,,,,"Exotic Vegetables",,,,"0",,,,,,,,,,,,"Fruits & Vegetables>Fresh Vegetables>Exotic Vegetables",,"http://www.devonfresh.com/images/cherry-tom-vine.jpg","hidden"
"FJCQECB0XKVV","fruit",,,"Apple","Royal Gala","1","Kg","(6 to 8 pcs)",,,,,"Apple",,,,"0",,,,,,,,,,"250","250","Fruits & Vegetables>Fresh Fruits>Apple",,"http://farmbazaar.co/image/data/products/sweetie3.jpg","current"
"VGT9VF0IE88Q","vegetable",,,"Ginger",,"500","gm",,,,,,"Ginger",,,,"2",,,,,,,,,,"65","65","Fruits & Vegetables>Fresh Vegetables>Chilli, Lemon, Garlic & Ginger",,"https://www.organicfacts.net/wp-content/uploads/2013/05/Ginger21.jpg","current"
"VGT2HPZCIWOE","vegetable",,,"Garlic","Peeled","500","gm",,,,,,"Garlic",,,,"2",,,,,,,,,,"100","100","Fruits & Vegetables>Fresh Vegetables>Chilli, Lemon, Garlic & Ginger",,"http://harvest2home.in/wp-content/uploads/2015/03/Garlic-Peeled.jpg","current"
"VGTUWWKGJYY4","vegetable",,,"Tomato","Heirloom","500","gm","(6 to 10 pcs)",,,,,"Tomato",,,,"1",,,,,,,,,,,,"Fruits & Vegetables>Fresh Vegetables>Potato, Onion & Tomato",,"http://www.healthcastle.com/sites/default/files/imagecache/article-lead-image-570x200/heirloom_tomatoes_570.jpg","hidden"
"FJCKTWPAYNOY","fruit",,,"Pear",,"1","Kg",,,,,,"Others",,,,"2",,,,,,,,,,"180","180","Fruits & Vegetables>Fresh Fruits>Others",,"https://www.organicfacts.net/wp-content/uploads/2013/05/Pear2.jpg","current"
"OVGJHJYDQKGV","organic_vegetable",,,"Lettuce",,"500","gm",,,,,,"Organic Vegetables",,,,"2",,,,"Red","Organic",,,,,"0","0","Fruits & Vegetables>Organic Vegetables",,"http://www.nutritionhealthconnection.com/images/Leafy-Greens/Red-Leaf-Lettuce-Main.jpg","hidden"
"OFR8ASQ6FI38","organic_fruit",,,"Banana","Robusta","1","Kg","(6 to 8 pcs)",,,,,"Organic Fruits",,,,"1",,,,,"Organic",,,,,"30","30","Fruits & Vegetables>Organic Fruits",,"http://bigbasket.com/media/uploads/p/l/40020584_2-adi-naturals-organic-banana-robsuta.jpg","current"
"CVGYSD7YBNW1","cut_vegetable",,,"Broccoli",,"1","Kg",,,,,,"Cut Vegetables",,,,"2",,,,,,,"Florets",,,,,"Fruits & Vegetables>Cut Vegetables",,"http://scene7.samsclub.com/is/image/samsclub/0070935189133_A?$img_size_380x380$","hidden"
"VGT8AZ048G16","vegetable",,,"Pumpkin (kaddu)",,"500","gm",,,,,,"Other Vegetables",,,,"0",,,,"White",,,,,,"18","18","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://www.justicedistribution.com/images/items/pkw6.jpg","current"
"VGT2Q4DW0ZBX","vegetable",,,"Dill Leaves",,"500","gm","(8-9 bunches)",,,,,"Leafy Vegetables",,,,"2",,,,,,,,,,"40","40","Fruits & Vegetables>Fresh Vegetables>Leafy Vegetables",,"http://herbsunlimited.co.uk/wp-content/uploads/2011/08/Herbs-Unlimited-Dill.jpg","current"
"OFROXIZEUPDE","organic_fruit",,,"Pineapple",,"1","Kg",,,,,,"Organic Fruits",,,,"1",,,,,"Organic",,,,,"0","0","Fruits & Vegetables>Organic Fruits",,"http://goorganicnyc.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/i/pineapple.jpg","hidden"
"FJCBED62O1GB","fruit",,,"Ya Pear Shandong",,"500","gm","(2 to 4 pcs)",,,,,"Others",,,,"0",,,,,,,,,,,,"Fruits & Vegetables>Fresh Fruits>Others",,"http://www.eztrolley.com/product_image/pears_green_1.jpg","hidden"
"VGTFQAD3BXTP","vegetable",,,"Tomato","Burger","250","gm","(2 to 6 pcs)",,,,,"Tomato",,,,"2",,,,,,,,,,"18.5","18.5","Fruits & Vegetables>Fresh Vegetables>Potato, Onion & Tomato",,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRo6wMhGENzWlbRV0WQsSjzr4zUrOmvjG5UmR8wNrnfGx3FyeC0","hidden"
"VGT1JS1ORCSE","vegetable",,,"Brinjal",,"250","gm",,,,,,"Other Vegetables",,,,"0",,,,"Green",,,,,,"13","13","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://www.in.all.biz/img/in/catalog/270864.jpeg","current"
"VGT0GL6Z6EGU","vegetable",,,"Green Peas",,"250","gm",,,,,,"Other Vegetables",,,,"0",,,,,,,,,,"28","28","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://52.74.166.208/images/188001005007.jpg","current"
"OFRU95VSAPRE","organic_fruit",,,"Grapes",,"1","Kg",,,,,,"Organic Fruits",,,,"3",,,,,"Organic",,,,,"0","0","Fruits & Vegetables>Organic Fruits",,"http://cdn3.volusion.com/kceqm.mleru/v/vspfiles/photos/416-2.jpg?1395758880","hidden"
"VGTJ99ABQ5HX","vegetable",,,"Onion","Small","500","gm","(8 to 12 pcs)",,,,,"Onion",,,,"0",,,,,,,,,,"37","37","Fruits & Vegetables>Fresh Vegetables>Potato, Onion & Tomato",,"http://antyweb.pl/wp-content/uploads/2014/12/onion-small.jpg","current"
"FJC8X8DJ6VIC","fruit",,,"Jackfruit","Unripened","1","Kg",,,,,,"Others",,,,"0",,,,,,,,,,"70","70","Fruits & Vegetables>Fresh Fruits>Others",,"http://seedenvy.com/wp-content/uploads/2013/08/jack-fruit-wh.jpg","current"
"CVGO346X8PSR","cut_vegetable",,,"Carrot (gajar)",,"250","gm",,,,,,"Cut Vegetables",,,,"0",,,,,,,"Grated",,,,,"Fruits & Vegetables>Cut Vegetables",,"http://getfitwithsonia.com/wp-content/uploads/2013/03/carrot.jpg","hidden"
"VGTT5VV543VB","vegetable",,,"Snake Gourd","Small","1","Kg","(2 to 4 pcs)",,,,,"Other Vegetables",,,,"1",,,,,,,,,,"40","40","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://aridomsrl.com/images/products/21-snake-gourd-bangana-culebra.jpg","current"
"CVGRF18IOQXZ","cut_vegetable",,,"Cauliflower",,"1","Kg",,,,,,"Cut Vegetables",,,,"2",,,,,,,"Florets",,,"55","55","Fruits & Vegetables>Cut Vegetables",,"http://img.21food.com/userimages/dezhifoods/dezhifoods$72994035.jpg","current"
"VGTG7AVDCAJR","vegetable",,,"Tomato","San Marzanos","250","gm","(2 to 6 pcs)",,,,,"Tomato",,,,"2",,,,,,,,,,,,"Fruits & Vegetables>Fresh Vegetables>Potato, Onion & Tomato",,"http://www.rosedalepizza.com/wp-content/uploads/2014/09/SanMarjano_Resized1.jpg.pagespeed.ce.5QZgj5mCIO.jpg","hidden"
"VGT5AELFORYU","vegetable",,,"Cabbage","Chinese","1","Kg",,,,,,"Exotic Vegetables",,,,"1",,,,,,,,,,"69","69","Fruits & Vegetables>Fresh Vegetables>Exotic Vegetables",,"http://www.cor.ca/assets/static/node/201203/image/700_700/f342bb1da0ace4b78bf831522c9587aa.png","current"
"VGT0I3DYHRA5","vegetable",,,"Leeks",,"500","gm",,,,,,"Exotic Vegetables",,,,"2",,,,,,,,,,"66","66","Fruits & Vegetables>Fresh Vegetables>Exotic Vegetables",,"http://www.nortonstgrocer.com.au/wp-content/uploads/leeks1.jpg","current"
"OVGK7KDA8ESL","organic_vegetable",,,"Beans","Cluster","250","gm",,,,,,"Organic Vegetables",,,,"0",,,,,"Organic",,,,,"14","14","Fruits & Vegetables>Organic Vegetables",,"http://fresh.delfoo.com/image/cache/catalog/Vegetable/cluster-bean-gowarp-500x400.jpg","current"
"OVGYRYCKHARL","organic_vegetable",,,"Cherry Tomato",,"1","Kg",,,,,,"Organic Vegetables",,,,"2",,,,,"Organic",,,,,"0","0","Fruits & Vegetables>Organic Vegetables",,"http://cdn3.volusion.com/kceqm.mleru/v/vspfiles/photos/1361-2.jpg?1395758880","hidden"
"CVGPL1R0EMNL","cut_vegetable",,,"Radish",,"1","Kg",,,,,,"Cut Vegetables",,,,"2",,,,"Red",,,"Diced",,,"130","130","Fruits & Vegetables>Cut Vegetables",,"https://robinellisdotnet.files.wordpress.com/2012/05/radish-salad2img_8475.jpg","current"
"VGT1OYHN52N8","vegetable",,,"Onion","Skinned - Peeled","500","gm",,,,,,"Onion",,,,"1",,,,"Red",,,,,,"60","60","Fruits & Vegetables>Fresh Vegetables>Potato, Onion & Tomato",,"http://imageshotfrogsg.blob.core.windows.net/companies/Banus-Holdings/images/Banus-Holdings_9935_image.jpg","current"
"CVGM7NX81B2O","cut_vegetable",,,"Tomato",,"250","gm",,,,,,"Cut Vegetables",,,,"0",,,,,,,"Diced",,,,,"Fruits & Vegetables>Cut Vegetables",,"http://www.prodexfresh.ca//images/default//prodex_thumbnails/PRE-CUT_TOMATO_ROMA_DICED_TOMDICCA%201_Large.png","hidden"
"FJCRR034SJ9W","fruit",,,"Mango","Baganpalli","1","Kg","(5 to 8 pcs)",,,,,"Mango",,,,"1",,,,,,,,,,"80","80","Fruits & Vegetables>Fresh Fruits>Mango",,"http://bigbasket.com/media/uploads/p/l/10000298_6-fresho-mango-banganapalli.jpg","hidden"
"CVG4NH417WCV","cut_vegetable",,,"Yam",,"250","gm",,,,,,"Cut Vegetables",,,,"0",,,,,,,"Diced",,,"19","19","Fruits & Vegetables>Cut Vegetables",,"http://www.lasalad.com/images/Web%20Use/Diced%20Yams.jpg","current"
"VGTLJLPZQOMV","vegetable",,,"Basale Leaf",,"250","gm",,,,,,"Leafy Vegetables",,,,"1",,,,,,,,,,"15","15","Fruits & Vegetables>Fresh Vegetables>Leafy Vegetables",,"http://bigbasket.com/media/uploads/p/l/20000755_7-fresho-basale-leaf.jpg","hidden"
"CVGL0T6QX4YO","cut_vegetable",,,"Broccoli",,"250","gm",,,,,,"Cut Vegetables",,,,"0",,,,,,,"Florets",,,,,"Fruits & Vegetables>Cut Vegetables",,"http://scene7.samsclub.com/is/image/samsclub/0070935189133_A?$img_size_380x380$","hidden"
"OVG13WPPL16I","organic_vegetable",,,"Beans","Long","1","Kg",,,,,,"Organic Vegetables",,,,"2",,,,,"Organic",,,,,"50","50","Fruits & Vegetables>Organic Vegetables",,"http://stickygooeycreamychewy.com/wp-content/uploads/2010/08/longbeansraw_thumb.jpg","current"
"CVGHQIQIZ65I","cut_vegetable",,,"Tomato",,"500","gm",,,,,,"Cut Vegetables",,,,"2",,,,,,,"Diced",,,,,"Fruits & Vegetables>Cut Vegetables",,"http://www.prodexfresh.ca//images/default//prodex_thumbnails/PRE-CUT_TOMATO_ROMA_DICED_TOMDICCA%201_Large.png","hidden"
"VGTEE5CHHQGH","vegetable",,,"Onion",,"1","Kg",,,,,,"Onion",,,,"0",,,,"White",,,,,,"100","100","Fruits & Vegetables>Fresh Vegetables>Potato, Onion & Tomato",,"http://www.justysproduce.com/images/white_onions.jpg","current"
"VGTAYEISVV81","vegetable",,,"Capsicum",,"1","Kg","(6 to 8 pcs)",,,,,"Exotic Vegetables",,,,"2",,,,"Yellow",,,,,,"109","109","Fruits & Vegetables>Fresh Vegetables>Exotic Vegetables",,"http://yesorder.in/wp-content/uploads/2015/02/A36R1501-600x600.jpg","current"
"VGT0BXD97SOQ","vegetable",,,"Sprouts","Horse Gram","250","gm",,,,,,"Other Vegetables",,,,"1",,,,,,,,,,"38","38","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcT-2XXZHT2jxfA6rpQY_1UF-ciH3UWRQ83qOE95NXZ372DngDz5","current"
"OVGAXOICVGD6","organic_vegetable",,,"Lemon Grass",,"1","Kg",,,,,,"Organic Vegetables",,,,"3",,,,,"Organic",,,,,"0","0","Fruits & Vegetables>Organic Vegetables",,"http://www.rawskinfood.com/wp-content/uploads/2013/09/Lemongrass.jpg","hidden"
"VGTX7OYOB5RB","vegetable",,,"Garlic",,"500","gm",,,,,,"Garlic",,,,"2",,,,,,,,,,"65","65","Fruits & Vegetables>Fresh Vegetables>Chilli, Lemon, Garlic & Ginger",,"http://exhiconimpex.com/wp-content/uploads/2015/03/GarlicCloves.jpg","current"
"VGTUO84QNC37","vegetable",,,"Lettuce","Lolla Rossa","1","Kg",,,,,,"Exotic Vegetables",,,,"3",,,,,,,,,,"69","69","Fruits & Vegetables>Fresh Vegetables>Exotic Vegetables",,"http://www.organicseed.co.za/212-573-thickbox/lollo-rossa-darkness-lettuce.jpg","current"
"OVGEA6YJ6322","organic_vegetable",,,"Beans","Cluster","1","Kg",,,,,,"Organic Vegetables",,,,"2",,,,,"Organic",,,,,"56","56","Fruits & Vegetables>Organic Vegetables",,"http://fresh.delfoo.com/image/cache/catalog/Vegetable/cluster-bean-gowarp-500x400.jpg","current"
"CVGO61SOM2AP","cut_vegetable",,,"Chilly",,"100","gm",,,,,,"Cut Vegetables",,,,"0",,,,"Green",,,"Chopped",,,"6","6","Fruits & Vegetables>Cut Vegetables",,"http://www.tarladalal.com/glossary/ing/Green_Chillies_DSC0056.jpg","current"
"VGTXH6BJPOM4","vegetable",,,"Raw Banana",,"250","gm","(2 to 4 pcs)",,,,,"Other Vegetables",,,,"0",,,,"Green",,,,,,"13","13","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSczJKvGtjv9slEKyVVNT5ZoXENAF9j71kSOFqdTE8eDsX53kS4","current"
"CVGAP8GMKT3B","cut_vegetable",,,"Yam",,"500","gm",,,,,,"Cut Vegetables",,,,"1",,,,,,,"Sliced",,,"35","35","Fruits & Vegetables>Cut Vegetables",,"http://www.freezedriedfoodsuppliers.com/picture/freeze-dried-chinese-yam-slice.jpg","current"
"VGTLYZP9RMOU","vegetable",,,"Pumpkin (kaddu)",,"1","Kg",,,,,,"Other Vegetables",,,,"2",,,,"Green",,,,,,"30","30","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://www.torange.us/photo/34/13/Green-pumpkin-with-no-background-1413816799_74.jpg","current"
"VGT18RKHT1EY","vegetable",,,"Cucumber (kheera)","European - Premium","250","gm","(2 to 5 pcs)",,,,,"Other Vegetables",,,,"0",,,,,,,,,,"17","17","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://www.hpsseed.com/products/02178.jpg","current"
"OVGR6YWVP6E1","organic_vegetable",,,"Lemon Grass",,"250","gm",,,,,,"Organic Vegetables",,,,"1",,,,,"Organic",,,,,"0","0","Fruits & Vegetables>Organic Vegetables",,"http://www.rawskinfood.com/wp-content/uploads/2013/09/Lemongrass.jpg","hidden"
"VGT30711S4L4","vegetable",,,"Green Peas","Peeled","500","gm",,,,,,"Other Vegetables",,,,"2",,,,,,,,,,"67","67","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://www.chennaibasket.com/image/cache/data/Fruits%20Veg/greenpeas-500x500_0.jpg","current"
"FJC1I6MJ2EHZ","fruit",,,"Apple","Royal Gala","500","gm","(3 to 5 pcs)",,,,,"Apple",,,,"1",,,,,,,,,,"125","125","Fruits & Vegetables>Fresh Fruits>Apple",,"http://farmbazaar.co/image/data/products/sweetie3.jpg","current"
"FJCNAP1ZJBJR","fruit",,,"Pomegranate","Kesar","1","Kg","(4 to 6 pcs)",,,,,"Others",,,,"1",,,,,,,,,,"130","130","Fruits & Vegetables>Fresh Fruits>Others",,"https://www.go4fresh.in/shop/Thane-West/56-thickbox_default/pomegranate-kesar-kabuli-1-kg.jpg","current"
"CVGIXTSSRTZC","cut_vegetable",,,"Beans","Broad","500","gm",,,,,,"Cut Vegetables",,,,"1",,,,,,,"Diced",,,"45","45","Fruits & Vegetables>Cut Vegetables",,"https://madcookingfusions.files.wordpress.com/2011/07/img_0564.jpg","current"
"VGT1CSBESWD0","vegetable",,,"Brinjal","Bottle","1.5","Kg","(5 to 7 pcs)",,,,,"Other Vegetables",,,,"2",,,,"Black",,,,,,"78","78","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://ak1.scstatic.net/1/bigimg-cdn1-cont5.sweetcouch.com/140354714959155112-brinjal-bottle-shaped-kg-vegetable-fruit.jpg","current"
"VGTJWAC1AKWV","vegetable",,,"Snake Gourd","Small","500","gm","(1 to 2 pcs)",,,,,"Other Vegetables",,,,"0",,,,,,,,,,"20","20","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://aridomsrl.com/images/products/21-snake-gourd-bangana-culebra.jpg","current"
"VGTZV03Z2DM7","vegetable",,,"Capsicum",,"250","gm","(1 to 3 pcs)",,,,,"Exotic Vegetables",,,,"0",,,,"Orange",,,,,,"30","30","Fruits & Vegetables>Fresh Vegetables>Exotic Vegetables",,"http://trolley.ae/image/cache/data/nobarcode/Capsicum_Orange_Holland-500x500.jpg","current"
"VGTP9VHJNT68","vegetable",,,"Colocasia (arbi)",,"500","gm",,,,,,"Root Vegetables",,,,"1",,,,,,,,,,"30","30","Fruits & Vegetables>Fresh Vegetables>Root Vegetables",,"http://yesorder.in/wp-content/uploads/2015/01/Arbi.jpg","current"
"VGT6EMWYGKZE","vegetable",,,"Coriander",,"1","Kg",,,,,,"Leafy Vegetables",,,,"3",,,,,,,,,,"70","70","Fruits & Vegetables>Fresh Vegetables>Leafy Vegetables",,"https://www.organicfacts.net/wp-content/uploads/2013/05/Coriander11.jpg?bcd87c","current"
"VGTVATEBGCRB","vegetable",,,"Cucumber (kheera)","European - Premium","500","gm","(4 to 7 pcs)",,,,,"Other Vegetables",,,,"1",,,,,,,,,,"33","33","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://www.hpsseed.com/products/02178.jpg","current"
