"product_id","vertical_id","bar_code","brand","name","variety","quantity","quantity_qualifier","packaged_quantity","packaged_quantity_qualifier","discount","expiry_date","frag_flav_scent","fulfillment_tag","offer_percentage","offer_text","offer_value","product_display_order","seed_seedless","seller_name","state","type_by_colour","type_by_organic","type_by_pesticide","type_by_state_of_product","type_of_packing","vat_pcnt","mrp","ola_selling_price","primary_category_path","secondary_category_path","image_url","product_status"
"VGTC8DOR973Q","vegetable",,,"Tomato","Burger","2","Kg","(16 to 24 pcs)",,,,,"Tomato",,,,"3",,,,,,,,,,"148","148","Fruits & Vegetables>Fresh Vegetables>Potato, Onion & Tomato",,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRo6wMhGENzWlbRV0WQsSjzr4zUrOmvjG5UmR8wNrnfGx3FyeC0","hidden"
"FJCMW62W808A","fruit",,,"Apple","Washington","500","gm","(3 to 5 pcs)",,,,,"Apple",,,,"1",,,,,,,,,,"80","80","Fruits & Vegetables>Fresh Fruits>Apple",,"http://3.imimg.com/data3/WC/ML/MY-8852872/apple-washington-250x250.jpg","current"
"FJCVFNDVMOCH","fruit",,,"Water Melon","Kiran","1","Kg",,,,,,"Melon",,,,"0",,,,,,,,,,"30","30","Fruits & Vegetables>Fresh Fruits>Melon",,"http://cdn.shopify.com/s/files/1/0742/8027/products/watermelon_large.jpg?v=1421065191","hidden"
"FJCZB2RCRBU1","fruit",,,"Apple","Washington","1","Kg","(6 to 8 pcs)",,,,,"Apple",,,,"0",,,,,,,,,,"160","160","Fruits & Vegetables>Fresh Fruits>Apple",,"http://3.imimg.com/data3/WC/ML/MY-8852872/apple-washington-250x250.jpg","current"
"VGT0R8KPG1QY","vegetable",,,"Amaranthus",,"500","gm","(2-3 bunches)",,,,,"Leafy Vegetables",,,,"2",,,,"Red",,,,,,"140","140","Fruits & Vegetables>Fresh Vegetables>Leafy Vegetables",,"http://www.nabatdelivery.com/wp-content/uploads/2014/05/amaranthus-red-harive-local.jpg","current"
"FJCEC7YQ5I67","fruit",,,"Sapota (chiku)","Round - Medium","1","Kg","(8 too 12 pcs)",,,,,"Others",,,,"2",,,,,,,,,,"60","60","Fruits & Vegetables>Fresh Fruits>Others",,"http://bigbasket.com/media/uploads/p/l/10000182_7-fresho-sapota-round-medium-grade-a.jpg","current"
"OVG64MDRI7MP","organic_vegetable",,,"Lettuce","Romaine","1","Kg",,,,,,"Organic Vegetables",,,,"3",,,,,"Organic",,,,,"0","0","Fruits & Vegetables>Organic Vegetables",,"https://queenbeefresh.com/images/products/Romaine.jpg","hidden"
"VGTDMMA7WVLJ","vegetable",,,"Cauliflower",,"500","gm",,,,,,"Other Vegetables",,,,"1",,,,,,,,,,"21","21","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://freshopper.com/image/cache//Cauliflower-2-700x700.jpg","current"
"VGTNH1D6B711","vegetable",,,"Onion","Small","250","gm","(3 to 8 pcs)",,,,,"Onion",,,,"1",,,,,,,,,,"19","19","Fruits & Vegetables>Fresh Vegetables>Potato, Onion & Tomato",,"http://antyweb.pl/wp-content/uploads/2014/12/onion-small.jpg","current"
"VGTP519VPD12","vegetable",,,"Lady Finger (bhendi)",,"250","gm",,,,,,"Other Vegetables",,,,"0",,,,,,,,,,"12","12","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://www.organicgarden.co.in/images/uploads/products/05082533-3eed-4125-a216-988e856a9cd81.png","current"
"CVG9U8M0LG0X","cut_vegetable",,,"Beans",,"1","Kg",,,,,,"Cut Vegetables",,,,"2",,,,,,,"Julienne",,,,,"Fruits & Vegetables>Cut Vegetables",,"http://www.norpac.com/images/products/consumer/French%20Cut%20Green%20Beans.jpg","hidden"
"VGTHCURAR59R","vegetable",,,"Sprouts","Horse Gram","500","gm",,,,,,"Other Vegetables",,,,"2",,,,,,,,,,"75","75","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcT-2XXZHT2jxfA6rpQY_1UF-ciH3UWRQ83qOE95NXZ372DngDz5","current"
"VGTYWYILWC3R","vegetable",,,"Cucumber (kheera)","European - Premium","1","Kg","(8 to 10 pcs)",,,,,"Other Vegetables",,,,"2",,,,,,,,,,"66","66","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://www.hpsseed.com/products/02178.jpg","current"
"FJC2YDJOFS7T","fruit",,,"Mango","Mallika","1","Kg","(5 to 8 pcs)",,,,,"Mango",,,,"1",,,,,,,,,,"89","89","Fruits & Vegetables>Fresh Fruits>Mango",,"https://youmart.in/images/products/detail/80016.jpg","hidden"
"VGTGGP7VOAC4","vegetable",,,"Tinda",,"250","gm","(2 to 3 pcs)",,,,,"Other Vegetables",,,,"0",,,,,,,,,,"17","17","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://bigbasket.com/media/uploads/p/l/10000371_6-fresho-tinda.jpg","current"
"VGTAV6IT1I2V","vegetable",,,"Potato","Sweet","500","gm",,,,,,"Potato",,,,"1",,,,,,,,,,"23","23","Fruits & Vegetables>Fresh Vegetables>Potato, Onion & Tomato",,"http://delraycra.org/wp-content/uploads/2012/02/sweet-potato.jpg","current"
"CVG2QEX6J77B","cut_vegetable",,,"Turnip (shalajam)",,"500","gm",,,,,,"Cut Vegetables",,,,"1",,,,,,,"Diced",,,,,"Fruits & Vegetables>Cut Vegetables",,"http://www.alasko.com/medias/products/thumbs/Navets-en-des-surgeles.jpg","hidden"
"CVG298H1RDW6","cut_vegetable",,,"Raw Banana",,"250","gm",,,,,,"Cut Vegetables",,,,"0",,,,,,,"Sliced",,,"9","9","Fruits & Vegetables>Cut Vegetables",,"http://www.villaandina.com/Repositorio/Dried_Banana.jpg","current"
"CVGQC4QXIAVQ","cut_vegetable",,,"Bitter Gourd",,"500","gm",,,,,,"Cut Vegetables",,,,"1",,,,,,,"Sliced",,,,,"Fruits & Vegetables>Cut Vegetables",,"http://www.aumfresh.com/upload/product/zoom/158/Bitter%20gourd%202.jpg","hidden"
"CVG6DQ9FEBE7","cut_vegetable",,,"Carrot (gajar)",,"500","gm",,,,,,"Cut Vegetables",,,,"2",,,,,,,"Grated",,,,,"Fruits & Vegetables>Cut Vegetables",,"http://getfitwithsonia.com/wp-content/uploads/2013/03/carrot.jpg","hidden"
"FJCMLKDLOJNL","fruit",,,"Muskmelon",,"250","gm",,,,,,"Melon",,,,"1",,,,,,,,,,"10","10","Fruits & Vegetables>Fresh Fruits>Melon",,"http://freshnpack.com/assets/upload/product/MUSKMELON_1395100800.png","current"
"CVGBWOM9JO7H","cut_vegetable",,,"Coccinea (kundroo)",,"250","gm",,,,,,"Cut Vegetables",,,,"0",,,,,,,"Sliced",,,"10","10","Fruits & Vegetables>Cut Vegetables",,"http://bigbasket.com/media/uploads/p/l/40005807_7-fresho-coccinea-sliced.jpg","hidden"
"VGTCZ9ZN32AQ","vegetable",,,"Leeks",,"1","Kg",,,,,,"Exotic Vegetables",,,,"3",,,,,,,,,,"132","132","Fruits & Vegetables>Fresh Vegetables>Exotic Vegetables",,"http://www.nortonstgrocer.com.au/wp-content/uploads/leeks1.jpg","current"
"VGTYE6VR7G5C","vegetable",,,"Beans","Cowpea","250","gm",,,,,,"Other Vegetables",,,,"0",,,,,,,,,,"12","12","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://bigbasket.com/media/uploads/p/l/10000274_8-fresho-beans-cowpea.jpg","current"
"VGTWEC88L8G1","vegetable",,,"Spring Onion",,"1","Kg",,,,,,"Leafy Vegetables",,,,"3",,,,,,,,,,"100","100","Fruits & Vegetables>Fresh Vegetables>Leafy Vegetables",,"http://cdn.vkool.com/wp-content/uploads/2015/02/small-spring-onion-%E2%80%93-scallion.jpg","current"
"VGT5OZKU9OQP","vegetable",,,"Basil","Italian","100","gm","(2-3 bunches)",,,,,"Leafy Vegetables",,,,"1",,,,,,,,,,"24","24","Fruits & Vegetables>Fresh Vegetables>Leafy Vegetables",,"http://bigbasket.com/media/uploads/p/l/10000314_9-fresho-basil-italian.jpg","current"
"VGTG4V7FX4NT","vegetable",,,"Pudina",,"500","gm","(5-6 bunches)",,,,,"Leafy Vegetables",,,,"2",,,,,,,,,,"38","38","Fruits & Vegetables>Fresh Vegetables>Leafy Vegetables",,"http://www.renaissanceherbs.com.au/system/0000/0462/mint_leaves__Medium_.jpg","current"
"FJC2WCUS5LX1","fruit",,,"Papaya",,"1","Kg",,,,,,"Others",,,,"0",,,,,,,,,,"29","29","Fruits & Vegetables>Fresh Fruits>Others",,"http://www.smartkitchen.com/assets/images/resources/large/1388698305mexican-papaya.jpg","current"
"CVG98R1P359S","cut_vegetable",,,"Amaranthus",,"100","gm",,,,,,"Cut Vegetables",,,,"0",,,,"Red",,,"Chopped",,,"18","18","Fruits & Vegetables>Cut Vegetables",,"http://vegrec.vegrecipesofindi.netdna-cdn.com/wp-content/uploads/2015/02/tambdi-bhaji-recipe2.jpg","current"
"CVG57X80NKCU","cut_vegetable",,,"Carrot (gajar)",,"500","gm",,,,,,"Cut Vegetables",,,,"1",,,,,,,"Strips",,,"15","15","Fruits & Vegetables>Cut Vegetables",,"http://www.markon.com/sites/default/files/styles/product_banner/public/prdimg/RSS_Carrots_Sticks_0.jpg?itok=2lPxj1cr","current"
"VGTH79UOF1J6","vegetable",,,"Lettuce","Oak","500","gm",,,,,,"Exotic Vegetables",,,,"2",,,,"Red",,,,,,"35","35","Fruits & Vegetables>Fresh Vegetables>Exotic Vegetables",,"http://gothamgreens.com/img/produce/Large_new/RedLeafLettuce-00.jpg","current"
"VGTK3W302KVX","vegetable",,,"Curry Leaves",,"250","gm","(8-9 bunches)",,,,,"Leafy Vegetables",,,,"1",,,,,,,,,,"19","19","Fruits & Vegetables>Fresh Vegetables>Leafy Vegetables",,"https://www.organicfacts.net/wp-content/uploads/2013/05/Curryleaves.jpg?bcd87c","current"
"CVG9EP5WABWZ","cut_vegetable",,,"Cucumber (kheera)",,"100","gm",,,,,,"Cut Vegetables",,,,"1",,,,,,,"Sliced",,,"4","4","Fruits & Vegetables>Cut Vegetables",,"http://www.foodsafetynews.com/files/2013/05/SlicedCucumberMain1.jpg","current"
"VGT9KQMRBNJ3","vegetable",,,"Cauliflower",,"1","Kg",,,,,,"Other Vegetables",,,,"3",,,,,,,,,,"42","42","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://freshopper.com/image/cache//Cauliflower-2-700x700.jpg","current"
"VGT5HX6C94QG","vegetable",,,"Chilly",,"100","gm",,,,,,"Chilli",,,,"0",,,,"Green",,,,,,"7","7","Fruits & Vegetables>Fresh Vegetables>Chilli, Lemon, Garlic & Ginger",,"http://ayefresh.com/wp-content/uploads/2013/09/hot-green-chillies_19-115250.jpg","current"
"VGTA2KEEOLP4","vegetable",,,"Pumpkin (kaddu)","Japanese Kabocha","1","Kg",,,,,,"Other Vegetables",,,,"2",,,,,,,,,,"32","32","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://static1.squarespace.com/static/527ac5d0e4b07965b54bb773/52e5243ae4b07ca599e05e40/52e7cfd4e4b04dc8772c61de/1402344307768/shutterstock_111291533.jpg?format=1000w","current"
"VGTKFLWDADYC","vegetable",,,"Pudina",,"250","gm","(2-3 bunches)",,,,,"Leafy Vegetables",,,,"1",,,,,,,,,,"19","19","Fruits & Vegetables>Fresh Vegetables>Leafy Vegetables",,"http://www.renaissanceherbs.com.au/system/0000/0462/mint_leaves__Medium_.jpg","current"
"FJC9YWNQM3P5","fruit",,,"Jackfruit","Unripened","1.5","Kg",,,,,,"Others",,,,"1",,,,,,,,,,"105","105","Fruits & Vegetables>Fresh Fruits>Others",,"http://seedenvy.com/wp-content/uploads/2013/08/jack-fruit-wh.jpg","current"
"VGT1ZBLOLS8Y","vegetable",,,"Onion","Sambar","250","gm",,,,,,"Onion",,,,"0",,,,,,,,,,"23","23","Fruits & Vegetables>Fresh Vegetables>Potato, Onion & Tomato",,"http://bigbasket.com/media/uploads/p/l/10000178_7-fresho-sambhar-onion-grade-a.jpg","current"
"VGTEF9JB0NA7","vegetable",,,"Pumpkin (kaddu)","Disco","1","Kg",,,,,,"Other Vegetables",,,,"2",,,,,,,,,,"38","38","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://www.easymandi.com/9613-3778-thickbox/pumpkin-disco.jpg","current"
"CVG8BGLSHUY9","cut_vegetable",,,"Radish",,"250","gm",,,,,,"Cut Vegetables",,,,"0",,,,"White",,,"Sliced",,,"8","8","Fruits & Vegetables>Cut Vegetables",,"http://www.burpee.com/images/MEDIA_ProductCatalog/m180091_p52021_lg.jpg","current"
"VGTKP89QHXTN","vegetable",,,"Potato","Baby","500","gm",,,,,,"Exotic Vegetables",,,,"1",,,,,,,,,,"20","20","Fruits & Vegetables>Fresh Vegetables>Exotic Vegetables",,"http://www.delmonte.ph/sites/default/files/image/kitchenomics/ingredients/main_image/main_baby-potato.png","current"
"OVGMS9DOVIF1","organic_vegetable",,,"Lady Finger (bhendi)",,"500","gm",,,,,,"Organic Vegetables",,,,"1",,,,,"Organic",,,,,"24","24","Fruits & Vegetables>Organic Vegetables",,"http://www.falcon18.com/media/images/products/1012000/lady-finger-organic-1kg-24025.gif","current"
"VGTH63A64A51","vegetable",,,"Dill Leaves",,"1","Kg",,,,,,"Leafy Vegetables",,,,"3",,,,,,,,,,"80","80","Fruits & Vegetables>Fresh Vegetables>Leafy Vegetables",,"http://herbsunlimited.co.uk/wp-content/uploads/2011/08/Herbs-Unlimited-Dill.jpg","current"
"VGT92IKCZSNU","vegetable",,,"Onion","Sambar","1","Kg",,,,,,"Onion",,,,"3",,,,,,,,,,"90","90","Fruits & Vegetables>Fresh Vegetables>Potato, Onion & Tomato",,"http://bigbasket.com/media/uploads/p/l/10000178_7-fresho-sambhar-onion-grade-a.jpg","current"
"VGT234EGI8VA","vegetable",,,"Brinjal","Long","250","gm",,,,,,"Other Vegetables",,,,"0",,,,"Green",,,,,,"12","12","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://www.cukzy.com/wp-content/uploads/green-brinjal.jpg","current"
"VGTV6ASDM2LT","vegetable",,,"Brinjal","Varikatri","250","gm","(3 to 5 pcs)",,,,,"Other Vegetables",,,,"0",,,,,,,,,,"7","7","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://bigbasket.com/media/uploads/p/l/10000059_14-fresho-brinjal-varikatri-grade-a.jpg","current"
"VGTV20D1ZI6T","vegetable",,,"Cucumber (kheera)","English","250","gm","(2 to 5 pcs)",,,,,"Other Vegetables",,,,"0",,,,,,,,,,"20","20","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://sunselectproduce.com/wp-content/uploads/longenglish-product2.jpg","current"
"FJCYKH4J06BK","fruit",,,"Orange","Naval","500","gm","(2 to 5 pcs)",,,,,"Orange & Sweet Lime",,,,"0",,,,,,,,,,,,"Fruits & Vegetables>Fresh Fruits>Orange & Sweet Lime",,"http://bigbasket.com/media/uploads/p/l/10000575-2_4-fresho-orange-naval.jpg","hidden"
"OVGEJJVSTMEE","organic_vegetable",,,"Onion",,"500","gm",,,,,,"Organic Vegetables",,,,"1",,,,,"Organic",,,,,"0","0","Fruits & Vegetables>Organic Vegetables",,"https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSfyADu5JqHVZR61hXybjSADPaV8Qe29HW5dUjw9h2so6SMNW5W","hidden"
"CVGII4O92L39","cut_vegetable",,,"Bottle Gourd",,"1","Kg",,,,,,"Cut Vegetables",,,,"2",,,,,,,"Diced",,,"48","48","Fruits & Vegetables>Cut Vegetables",,"http://readanddigest.com/wp-content/uploads/2013/03/Bottle-Gourd-Slices.jpg","current"
"VGT37E6JEQYS","vegetable",,,"Zucchini",,"1","Kg","(2 to 4 pcs)",,,,,"Exotic Vegetables",,,,"2",,,,"Yellow",,,,,,"110","110","Fruits & Vegetables>Fresh Vegetables>Exotic Vegetables",,"http://innomart.in/sites/default/files/zucchini-yellow.jpg","hidden"
"VGTSY91V6EDG","vegetable",,,"Amaranthus",,"500","gm","(2-3 bunches)",,,,,"Leafy Vegetables",,,,"2",,,,"Green",,,,,,"25","25","Fruits & Vegetables>Fresh Vegetables>Leafy Vegetables",,"http://bundaflori.com/produk/Amaranthus%20green.jpg","current"
"VGTTEP4RXIIP","vegetable",,,"Ash Gourd",,"500","gm",,,,,,"Other Vegetables",,,,"1",,,,,,,,,,"15","15","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://bigbasket.com/media/uploads/p/l/40004004_7-fresho-ash-gourd.jpg","current"
"OVGV1F8UZ8QM","organic_vegetable",,,"Leeks",,"250","gm",,,,,,"Organic Vegetables",,,,"1",,,,,"Organic",,,,,"0","0","Fruits & Vegetables>Organic Vegetables",,"http://www.organicearthmarket.com/images/products/17275.jpg","hidden"
"VGTJ0JQV41E1","vegetable",,,"Brinjal","Bottle","500","gm","(2 to 4 pcs)",,,,,"Other Vegetables",,,,"0",,,,"Black",,,,,,"26","26","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://ak1.scstatic.net/1/bigimg-cdn1-cont5.sweetcouch.com/140354714959155112-brinjal-bottle-shaped-kg-vegetable-fruit.jpg","current"
"FJCV285K6Z4R","fruit",,,"Pineapple",,"500","gm",,,,,,"Others",,,,"0",,,,,,,,,,"25","25","Fruits & Vegetables>Fresh Fruits>Others",,"http://sabzimart.in/image/cache/data/kiran-watermilon-500x500.jpg","current"
"FJC036M7LKRB","fruit",,,"Pomegranate","Peeled","250","gm",,,,,,"Others",,,,"0",,,,,,,,,,"45","45","Fruits & Vegetables>Fresh Fruits>Others",,"http://bigbasket.com/media/uploads/p/l/40005823_4-fresho-pomegranate-peeled.jpg","hidden"
"CVG742QNCEC3","cut_vegetable",,,"Yam",,"1","Kg",,,,,,"Cut Vegetables",,,,"2",,,,,,,"Diced",,,"76","76","Fruits & Vegetables>Cut Vegetables",,"http://www.lasalad.com/images/Web%20Use/Diced%20Yams.jpg","current"
"CVGQFCFHO4OM","cut_vegetable",,,"Radish",,"500","gm",,,,,,"Cut Vegetables",,,,"1",,,,"White",,,"Diced",,,"26","26","Fruits & Vegetables>Cut Vegetables",,"http://flavorsofindiankitchen.com/wp-content/uploads/2012/07/White_radish_cut-300x225.jpg","current"
"CVGYOKD7QASL","cut_vegetable",,,"Cabbage",,"500","gm",,,,,,"Cut Vegetables",,,,"1",,,,"Red",,,"Grated",,,,,"Fruits & Vegetables>Cut Vegetables",,"http://www.jackieleonards.ie/wp-content/uploads/2015/03/red-cappage-grated.png","hidden"
"OVGTFHFW8733","organic_vegetable",,,"Capsicum",,"1","Kg","(6 to 8 pcs)",,,,,"Organic Vegetables",,,,"2",,,,"Yellow","Organic",,,,,"130","130","Fruits & Vegetables>Organic Vegetables",,"http://www.yededo.com/uploads/yellow-capsicum.jpg","current"
"VGT8181COZPK","vegetable",,,"Lettuce","Romaine","250","gm",,,,,,"Exotic Vegetables",,,,"1",,,,,,,,,,"18","18","Fruits & Vegetables>Fresh Vegetables>Exotic Vegetables",,"http://www.andyboy.com/wp-content/uploads/2014/03/romaine-lettuce1.jpg","current"
"CVG5UG4EXILM","cut_vegetable",,,"Ginger",,"100","gm",,,,,,"Cut Vegetables",,,,"0",,,,,,,"Chopped",,,"16","16","Fruits & Vegetables>Cut Vegetables",,"http://www.finecooking.com/CMS/uploadedimages/Images/Cooking/Articles/recipe_maker/chopped_fresh_ginger_med.jpg","current"
"OVGL0YX5QDN8","organic_vegetable",,,"Celery",,"1","Kg",,,,,,"Organic Vegetables",,,,"3",,,,,"Organic",,,,,"0","0","Fruits & Vegetables>Organic Vegetables",,"http://img.webmd.com/dtmcms/live/webmd/consumer_assets/site_images/articles/health_tools/organic_produce_slideshow/istock_photo_of_celery.jpg","hidden"
"VGTKG2JO1KB4","vegetable",,,"Broccoli",,"1","Kg",,,,,,"Exotic Vegetables",,,,"2",,,,,,,,,,"189","189","Fruits & Vegetables>Fresh Vegetables>Exotic Vegetables",,"http://www.profproduce.com/wp-content/uploads/2013/04/Broccoli.jpg","current"
"CVG5ZFG9CTQX","cut_vegetable",,,"Carrot (gajar)",,"250","gm",,,,,,"Cut Vegetables",,,,"0",,,,,,,"Sliced",,,,,"Fruits & Vegetables>Cut Vegetables",,"http://www.eztrolley.com/product_image/sliced_carrot.jpg","hidden"
"CFR0ZS6K11PP","cut_fruit",,,"Muskmelon",,"1","Kg",,,,,,"Cut Fruits",,,,"2",,,,,,,"Diced",,,"56","56","Fruits & Vegetables>Cut Fruits",,"http://bigbasket.com/media/uploads/p/l/40005854_6-fresho-muskmelon-diced.jpg","current"
"VGTZOMUE7RPS","vegetable",,,"Gherkin",,"500","gm",,,,,,"Other Vegetables",,,,"0",,,,,,,,,,"15","15","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://www.kingsseedsdirect.com/uploads/product-images/273.jpg","current"
"CFRFG1DW8UB3","cut_fruit",,,"Sugarcane",,"250","gm",,,,,,"Cut Fruits",,,,"0",,,,,,,"Diced",,,"25","25","Fruits & Vegetables>Cut Fruits",,"http://pikachakula.com/wp-content/uploads/2013/05/stack-of-sugar-cane-575x262.jpg","current"
"FJCFHL6ZH842","fruit",,,"Ya Pear Shandong",,"1","Kg","(5 to 7 pcs)",,,,,"Others",,,,"2",,,,,,,,,,,,"Fruits & Vegetables>Fresh Fruits>Others",,"http://www.eztrolley.com/product_image/pears_green_1.jpg","hidden"
"FJCCBB665XCR","fruit",,,"Grapes","Black","1","Kg",,,,,,"Others",,,,"3",,,,,,,,,,"80","80","Fruits & Vegetables>Fresh Fruits>Others",,"http://malloid.com/wp-content/uploads/2014/11/%E0%A4%95%E0%A4%BE%E0%A4%B2%E0%A5%87-%E0%A4%85%E0%A4%82%E0%A4%97%E0%A5%82%E0%A4%B0-Grapes-Black2.jpg","current"
"CFRVFWA0UPAN","cut_fruit",,,"Sugarcane",,"1","Kg",,,,,,"Cut Fruits",,,,"2",,,,,,,"Diced",,,"100","100","Fruits & Vegetables>Cut Fruits",,"http://pikachakula.com/wp-content/uploads/2013/05/stack-of-sugar-cane-575x262.jpg","current"
"VGTIGHEBSN3T","vegetable",,,"Carrot (gajar)","Baby","100","gm",,,,,,"Root Vegetables",,,,"3",,,,,,,,,,"10","10","Fruits & Vegetables>Fresh Vegetables>Root Vegetables",,"http://www.homemade-baby-food-recipes.com/image-files/carrotbabyfoodrecipes.jpg","current"
"FJCLXZ1XKMJP","fruit",,,"Pomegranate","Kesar","500","gm","(2 to 3 pcs)",,,,,"Others",,,,"0",,,,,,,,,,"65","65","Fruits & Vegetables>Fresh Fruits>Others",,"https://www.go4fresh.in/shop/Thane-West/56-thickbox_default/pomegranate-kesar-kabuli-1-kg.jpg","current"
"VGT4PBJUQE11","vegetable",,,"Cucumber (kheera)","Indian","500","gm","(4 to 7 pcs)",,,,,"Other Vegetables",,,,"1",,,,,,,,,,"13","13","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcR1XV1vwJsp9nzw8k1Kg3fXQcTsnyRJ96-fQ0aOuZPLHSaXm-aq","current"
"VGTBFMIGIQCP","vegetable",,,"Tomato","Regular","500","gm","(6 to 10 pcs)",,,,,"Tomato",,,,"1",,,,,,,,,,"10","10","Fruits & Vegetables>Fresh Vegetables>Potato, Onion & Tomato",,"http://www.bountyfarm.net/UploadFiles/201257143248595.jpg","current"
"VGTN77WXZHYS","vegetable",,,"Capsicum",,"250","gm","(1 to 3 pcs)",,,,,"Other Vegetables",,,,"0",,,,"Green",,,,,,"8","8","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://3.imimg.com/data3/FR/OU/MY-7084652/green-capsicum-500x500.jpg","current"
"VGTAK214TOD2","vegetable",,,"Radish",,"500","gm","(3 to 5 pcs)",,,,,"Root Vegetables",,,,"1",,,,"White",,,,,,"18","18","Fruits & Vegetables>Fresh Vegetables>Root Vegetables",,"http://newseawin.com/dev/wp-content/uploads/2012/07/whiteradish.jpg","current"
"FJCNPEJ9JCSU","fruit",,,"Grapes","Green","100","gm",,,,,,"Others",,,,"1",,,,,,,,,,"12","12","Fruits & Vegetables>Fresh Fruits>Others",,"http://www.noonrock.com/_mvm/wp-content/uploads/2013/10/green-grapes.jpg","current"
"FJCJKUL9SMHY","fruit",,,"Mango","Rumani","1","Kg","(5 to 8 pcs)",,,,,"Mango",,,,"1",,,,,,,,,,"80","80","Fruits & Vegetables>Fresh Fruits>Mango",,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTAXi8F4XTsdl2gfcLPcWkc7HWbKOhfc8v1R6lUktovgn4b7NGv","hidden"
"VGTEOQ51VUT6","vegetable",,,"Chow Chow",,"250","gm",,,,,,"Other Vegetables",,,,"0",,,,,,,,,,"10","10","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://buyvegetableonline.com/image/cache/data/chow-chow_buyvegetableonline-500x500.jpg","current"
"FJC7M25Y8I9G","fruit",,,"Plums",,"250","gm",,,,,,"Exotic Fruits",,,,"0",,,,,,,,,,"113","113","Fruits & Vegetables>Fresh Fruits>Exotic Fruits",,"https://upload.wikimedia.org/wikipedia/commons/2/24/Red-Plums.jpg","current"
"CVG5FO023GJV","cut_vegetable",,,"Beans","Cluster","250","gm",,,,,,"Cut Vegetables",,,,"0",,,,,,,"Diced",,,,,"Fruits & Vegetables>Cut Vegetables",,"https://aaloo.in/images/DSC00950_yard%20long%20beans%20diced_resized.jpg","hidden"
"VGTM8FWLCX4B","vegetable",,,"Tomato","Local","250","gm","(2 to 6 pcs)",,,,,"Tomato",,,,"2",,,,,,,,,,"4","4","Fruits & Vegetables>Fresh Vegetables>Potato, Onion & Tomato",,"https://www.bigbarn.co.uk/blog/wp-content/uploads/2011/09/tomatoes.jpg","hidden"
"VGTTBZRJKRES","vegetable",,,"Cherry Tomato","Tushita","500","gm",,,,,,"Exotic Vegetables",,,,"1",,,,,,,,,,,,"Fruits & Vegetables>Fresh Vegetables>Exotic Vegetables",,"http://www.thinkvegetables.co.uk/images_vegetable/342/200611161805304390.jpg","hidden"
"VGT2EDZQ0LZV","vegetable",,,"Ginger",,"250","gm",,,,,,"Ginger",,,,"1",,,,,,,,,,"33","33","Fruits & Vegetables>Fresh Vegetables>Chilli, Lemon, Garlic & Ginger",,"https://www.organicfacts.net/wp-content/uploads/2013/05/Ginger21.jpg","current"
"VGT2IS03UUYJ","vegetable",,,"Mushrooms","Button","500","gm",,,,,,"Other Vegetables",,,,"2",,,,,,,,,,"113","113","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://greenkirana.com/UploadImages/ProductsImages/130413221799466286.jpg","current"
"VGT4MSC9JFPL","vegetable",,,"Cherry Tomato","Tushita","1","Kg",,,,,,"Exotic Vegetables",,,,"2",,,,,,,,,,,,"Fruits & Vegetables>Fresh Vegetables>Exotic Vegetables",,"http://www.devonfresh.com/images/cherry-tom-vine.jpg","hidden"
"VGTX6M4M4E45","vegetable",,,"Beans","Double","1","Kg",,,,,,"Other Vegetables",,,,"1",,,,,,,,,,"60","60","Fruits & Vegetables>Fresh Vegetables>Other Vegetables",,"http://portfolio.milliardinfotech.com/foodle/product-description/grocrey/pulses/files/product/resize/big/127.jpg","current"
"OFRPLYZ9QV7L","organic_fruit",,,"Banana",,"500","gm","(2 to 4 pcs)",,,,,"Organic Fruits",,,,"0",,,,"Red","Organic",,,,,"0","0","Fruits & Vegetables>Organic Fruits",,"http://bigbasket.com/media/uploads/p/l/10000582_6-fresho-banana-red.jpg","hidden"
